rms,zcr,spectral_centroid,class
0.024934638,0.08443319917929293,1534.902347811945,angry
0.015217076,0.07544487847222223,1488.4738838413168,disgust
0.028020289,0.08623046875,1590.6022646980482,fear
0.024831088,0.07941750919117647,1521.4028681304942,happy
0.016755085,0.06717853156887756,1414.4063956962655,neutral
0.010560146,0.07732044566761363,1490.7568724412179,sad
0.042644467,0.06479116586538461,1384.4631383554458,angry
0.024256904,0.05373785063976378,1243.363017639215,disgust
0.05333775,0.05765985285194175,1314.3446681508583,fear
0.0509705,0.06346234071601942,1377.2006013106613,happy
0.028005863,0.05755859375,1293.223088978246,neutral
0.015987232,0.0564306640625,1230.3822141756896,sad
0.044649456,0.08815652073019802,1611.5271989261944,angry
0.021117315,0.0890327065677966,1542.2978692462846,disgust
0.04835415,0.07926119290865384,1514.4432782682825,fear
0.031128725,0.07399269386574074,1485.3982666839108,happy
0.017659852,0.07454427083333333,1476.8942500795758,neutral
0.010628634,0.06334339488636363,1364.105872301078,sad
0.022004565,0.09159405048076923,1683.277722818943,angry
0.0270144,0.08482216282894736,1548.1461022280835,disgust
0.026606798,0.07866361952319588,1561.1936894681157,fear
0.039954267,0.07921875,1535.3509044755708,happy
0.015826138,0.06277077414772728,1390.893945688755,neutral
0.009008406,0.06867112379807692,1468.4814680918437,sad
0.04271178,0.1543511284722222,2230.216143866521,angry
0.020133363,0.1559019697473404,2234.3219525907593,disgust
0.05225316,0.1287037919207317,1988.3354521294684,fear
0.03821168,0.10756212599734043,1862.6115177646984,happy
0.01772263,0.10568266369047619,1822.2256804010806,neutral
0.011683413,0.09622757523148148,1698.0453412567183,sad
0.03963628,0.11969097590042373,1890.899383767958,angry
0.01604507,0.09454823369565217,1691.4724234672397,disgust
0.053441294,0.09750154702970297,1694.5263305134056,fear
0.047517728,0.10111860795454546,1724.8635000034108,happy
0.020185364,0.08342988612288135,1559.7614737412641,neutral
0.012702678,0.08253886912128713,1536.1629933694785,sad
0.067281224,0.13699588260135134,2089.7605981069332,angry
0.011795421,0.10249467329545454,1777.546499663564,disgust
0.015299373,0.06670004634533898,1553.2626616253701,fear
0.020861827,0.07752364309210526,1637.5655588985765,happy
0.008915551,0.05649142795138889,1423.4657734559955,neutral
0.0068364018,0.06435357251213593,1488.7517072040048,sad
0.024040285,0.07928363347457627,1606.9518957558555,angry
0.040041223,0.09124286358173077,1677.9511351102378,angry
0.03611344,0.08370361328125,1668.3926847799485,angry
0.0068123057,0.04821965144230769,1268.871214774027,disgust
0.014417462,0.07612462197580645,1559.3251504534949,disgust
0.02912437,0.08166395879424779,1617.1142456805817,disgust
0.026584992,0.08987379807692308,1714.0650006526303,fear
0.011552327,0.0639043487278761,1462.6167592853694,fear
0.010172769,0.06749325706845238,1507.5686943051692,fear
0.029793516,0.09615071614583333,1782.1203850433492,happy
0.01056045,0.05967352642276423,1430.6277026846149,happy
0.013693695,0.06909677933673469,1490.0322795123377,happy
0.007993897,0.055866413288288286,1351.1815833683568,neutral
0.0051886532,0.043734275688559324,1254.7496317499772,sad
0.0051745856,0.047572544642857144,1320.8910651750841,sad
0.0054928986,0.046263463288834954,1271.4165870299632,sad
0.06337036,0.09914094258130081,1812.508460583894,angry
0.012528789,0.05150960286458333,1321.7314387607794,disgust
0.018497454,0.037256291482300884,1204.6762292752405,fear
0.023639563,0.0593527614480198,1434.6188591683385,happy
0.011758863,0.04116065903465346,1203.5129618264166,neutral
0.0115044555,0.04284561820652174,1177.744851612856,sad
0.021521695,0.09381920521653543,1750.588452768206,angry
0.014617384,0.10920222355769231,1861.1458703798496,disgust
0.010075376,0.06429537259615385,1491.6877796306717,fear
0.018410921,0.07065022786458333,1557.6546592908219,happy
0.009171602,0.06253616898148148,1514.24386255737,neutral
0.0071654194,0.06831385725635593,1518.6354855262184,sad
0.012333814,0.08923861511752136,1659.7816036824584,angry
0.009423712,0.09927194486788618,1725.3079528386713,disgust
0.011956351,0.08517997955607477,1641.3731138737483,fear
0.017144114,0.11453218005952381,1842.2722629568204,happy
0.01014654,0.08122872834158416,1623.4676443054732,neutral
0.006302025,0.06288120202850878,1433.3977660585278,sad
0.024168115,0.06905506775442478,1506.2340753545911,angry
0.02447659,0.05408278245192308,1399.9703123921795,disgust
0.013104714,0.04310396634615385,1195.1705106149038,fear
0.015649946,0.060641381048387094,1399.5587671107521,happy
0.010930467,0.04546155427631579,1272.7045831556406,neutral
0.009887405,0.052191840277777776,1311.0889104774228,sad
0.022799183,0.09230393629807693,1700.0665217052358,angry
0.015570586,0.10318134014423076,1756.2902509416538,disgust
0.013760851,0.09137340984513274,1710.1271180050792,fear
0.020806411,0.0737487222546729,1520.723821080923,happy
0.0100767845,0.060108326099537035,1380.4090791036635,neutral
0.0072041163,0.06524006371359223,1433.2102057943018,sad
0.017561503,0.07193044888771187,1504.9739177120134,angry
0.022361131,0.10102163461538462,1797.5135597162612,disgust
0.013901389,0.06790954109251969,1444.5828884802568,fear
0.025748389,0.06796450407608695,1499.238298357107,happy
0.008758835,0.05103720388104839,1312.3911564408907,neutral
0.008942561,0.04991319444444445,1261.1878167336554,sad
0.027871795,0.09078414351851852,1710.0310317653336,angry
0.017621435,0.08093449519230769,1652.8412036129375,disgust
0.01348736,0.06922607421875,1506.7254949580115,fear
0.026608432,0.08707386363636363,1712.793198305837,happy
0.01046663,0.06731856496710527,1484.8880536849285,neutral
0.00892764,0.08269449869791666,1657.9671922920732,sad
0.072522126,0.15153586647727274,2373.549427801535,angry
0.00983331,0.09371995192307692,1676.2015101880613,disgust
0.047379047,0.11607572115384615,2003.627758662644,fear
0.054675374,0.10953932542067307,2051.710863821852,happy
0.026431015,0.09145132211538462,1777.3547075588606,sad
0.021829303,0.1507998511904762,2208.834589008234,angry
0.020887168,0.18114013671875,2411.469183210298,disgust
0.011100681,0.12547377784653466,1975.7380220884756,fear
0.023615686,0.14778830788352273,2202.3565488002264,happy
0.009737651,0.1192970646237864,1923.0046102525948,neutral
0.006214574,0.12172757662259616,1938.1475724184843,sad
0.054271393,0.1677872649336283,2309.1732973861067,angry
0.04472828,0.18331580528846153,2493.3064224820723,disgust
0.014049047,0.11333550347222222,1806.9884074178551,fear
0.018362585,0.12353108723958334,1893.4337599004361,happy
0.010092576,0.09880022321428572,1719.507133368427,neutral
0.0073733944,0.10358597060381355,1760.9587183220372,sad
0.057850655,0.12259990985576923,2039.0646924041448,angry
0.006721423,0.06544846754807693,1476.5788856921629,disgust
0.010668296,0.05536358173076923,1391.0023111674577,fear
0.01864024,0.05928861177884615,1392.4297469773137,happy
0.011366281,0.07774564302884615,1634.3630113522227,neutral
0.0071189376,0.05384615384615385,1366.600520182336,sad
0.08180215,0.09376319679054054,1795.0318067452226,angry
0.036616683,0.07379458648989899,1471.5766660856416,angry
0.051851105,0.08066318271396396,1607.9918770592842,angry
0.013450344,0.06176006610576923,1399.5079089324308,disgust
0.007803203,0.055080369971264365,1287.2984031409392,disgust
0.0077272956,0.07462565104166667,1482.3753139658504,disgust
0.009465305,0.051192220052083334,1284.452294305546,fear
0.008410022,0.05443676097972973,1301.909671245827,fear
0.007457829,0.055144133391203706,1318.3021768671153,fear
0.014121727,0.05980160361842105,1405.222965799591,happy
0.009744849,0.05649840716019418,1320.202853522664,happy
0.013077213,0.05818359375,1357.437685303179,happy
0.010725555,0.056959502551020405,1328.5030400067294,neutral
0.005412406,0.048800744742990655,1248.2555189179673,sad
0.0057042856,0.04307725694444445,1213.716262466698,sad
0.005569881,0.045851732336956524,1238.9168241077623,sad
0.07039622,0.10608117055084745,1884.1368269789382,angry
0.014471251,0.07003079927884616,1446.1566992330593,disgust
0.011007472,0.04966881793478261,1284.6532368117778,fear
0.015686247,0.05991908482142857,1378.867644183906,happy
0.017980441,0.061102764423076925,1393.7696771966414,neutral
0.008399753,0.05166650787601626,1292.2838623882565,sad
0.06600955,0.12442533052884615,2070.190938422599,angry
0.009970237,0.06798753004807692,1470.2755403691788,disgust
0.009434558,0.06983924278846154,1590.6382370275874,fear
0.015569362,0.07074819711538462,1501.0645403017727,happy
0.02098196,0.08162560096153847,1623.6953517808547,neutral
0.009297138,0.06622220552884615,1487.5477738218965,sad
0.05645997,0.15404146634615384,2184.674201262245,angry
0.007897775,0.08865309495192308,1653.9689201561255,disgust
0.008833252,0.0830829326923077,1588.183082484563,fear
0.01888229,0.09907977764423077,1741.914044006657,happy
0.016373415,0.09874924879807692,1702.2084291500819,neutral
0.007754459,0.0750262920673077,1552.5461933464626,sad
0.1047389,0.10250901442307692,1942.0558853020477,angry
0.014828951,0.06243614783653846,1328.4213617276225,disgust
0.014135768,0.051246995192307694,1355.022533266904,fear
0.025362957,0.06922701322115385,1518.816693394646,happy
0.018440394,0.06663912259615384,1448.3152826703906,neutral
0.009307034,0.04999624399038462,1283.3971734767144,sad
0.046291284,0.09678861177884615,1762.3723176866,angry
0.009271779,0.07822265625,1549.4607305538598,disgust
0.02610092,0.08534854220360824,1618.90863018375,fear
0.024826406,0.07919921875,1561.577382880043,happy
0.011169382,0.07145182291666667,1498.5642821377426,neutral
0.007619887,0.061444143963675216,1414.46063155196,sad
0.0959519,0.11141873389175258,1982.146780479898,angry
0.0117279515,0.06216571514423077,1387.0352251692666,disgust
0.012925732,0.058462289663461536,1424.6522985805327,fear
0.02352274,0.07538686899038462,1564.1459214733538,happy
0.013888614,0.06520432692307693,1443.4102080839875,neutral
0.01116035,0.059085787259615385,1388.3282148460453,sad
0.064104095,0.11113123739919355,1864.1249464364712,angry
0.013357931,0.08587364783653846,1596.4800759568168,disgust
0.015259054,0.07836162860576923,1548.7747665813024,fear
0.027548796,0.08500600961538461,1642.1863218446656,happy
0.016430387,0.08145658052884615,1596.8679293369464,neutral
0.013612256,0.09254188144329897,1721.3504427549751,sad
0.053671688,0.11597055288461539,1968.8613384119888,angry
0.013146919,0.07275766225961539,1509.959460220503,disgust
0.032445803,0.08067491319444445,1622.494617751554,fear
0.011854297,0.07284780649038461,1496.3926340515682,happy
0.012358223,0.08375355113636364,1617.4534264169777,neutral
0.008834087,0.07124399038461539,1500.5366897807735,sad
0.04438683,0.19581956129807693,2476.385036173409,angry
0.011569907,0.13602764423076924,2029.870247959059,disgust
0.021196691,0.11415640024038462,1805.6538398891798,fear
0.028018778,0.12120643028846154,1837.4594624013669,happy
0.019509377,0.12295297475961539,1891.9891228470597,neutral
0.015614204,0.07598495483398438,1539.7642807334944,sad
0.06652867,0.16141451322115385,2311.165362646728,angry
0.008758713,0.12601412259615385,1944.6943232131932,disgust
0.0083249435,0.07838792067307693,1541.7558106046238,fear
0.022184236,0.09738206129807692,1685.954147174398,happy
0.018427493,0.1088604266826923,1774.1869238974916,neutral
0.01051687,0.08146033653846153,1553.244663896923,sad
0.039046425,0.10792142427884616,1893.4765667477764,angry
0.008390382,0.06565832713293651,1492.7582870625895,disgust
0.0075571933,0.0681640625,1588.4608709798947,fear
0.016774314,0.06590141684322035,1482.3411361548556,happy
0.009452502,0.08307542067307692,1751.8542797089628,neutral
0.0059458124,0.059594131097560975,1484.5638490800488,sad
0.09198076,0.14721304086538461,2348.270425214049,angry
0.033021756,0.0832328464673913,1646.934859693894,angry
0.07493779,0.10428292410714286,1877.656558625194,angry
0.009825213,0.05927358774038462,1385.7880127476856,disgust
0.0065336027,0.05724981398809524,1353.5777039159163,disgust
0.015708711,0.07983774038461539,1538.36363407763,disgust
0.00630664,0.062387319711538464,1403.6298442353893,fear
0.008243357,0.07993915264423077,1690.838060770612,fear
0.009247782,0.07362874348958333,1548.772397276198,fear
0.07820358,0.1126468688484252,2084.7651229616,happy
0.008809773,0.0630634014423077,1465.6598825831175,happy
0.016998783,0.09149639423076923,1793.6121069631417,happy
0.009986525,0.06058071627475248,1467.9082691396084,neutral
0.004555681,0.040677584134615384,1302.9623960731788,sad
0.0057031903,0.062496030233739834,1454.9339338388927,sad
0.005046168,0.051337139423076925,1386.7880182166234,sad
0.035805102,0.08115407217920353,1712.0553975800979,angry
0.009950342,0.04382845886752137,1276.2212413531897,disgust
0.009203351,0.05140904017857143,1397.9387141599861,fear
0.0198093,0.06972857603092783,1592.8261386803204,happy
0.0090766605,0.05154474431818182,1324.5057398467368,neutral
0.008288086,0.042382024949596774,1251.2237032721082,sad
0.041766975,0.096630859375,1850.9865492117385,angry
0.007681643,0.06556114783653846,1522.9881156927995,disgust
0.0073330845,0.09669471153846154,1809.7272405591152,fear
0.008684803,0.074609375,1671.9730671968607,happy
0.009609115,0.07512394831730769,1632.133055898643,neutral
0.00701283,0.05612229567307692,1390.738783630788,sad
0.021351513,0.12404597355769231,1971.5750315393768,angry
0.008250809,0.07416616586538462,1531.0922586767654,disgust
0.0068621654,0.09716383077330508,1878.115307997705,fear
0.01127067,0.08635490171370967,1697.0967004585407,happy
0.010268395,0.12286565721649484,2071.9906601056614,neutral
0.007878566,0.05641150841346154,1385.9983759439153,sad
0.055055384,0.08480694110576924,1733.809608240996,angry
0.017392064,0.06736771101804123,1360.5970436366358,disgust
0.0072251577,0.05644906850961538,1363.1152726206878,fear
0.0122310305,0.05660306490384615,1360.4441390714067,happy
0.01272201,0.0611328125,1376.208025811835,neutral
0.015009612,0.06174879807692308,1422.8060752956376,sad
0.017476697,0.09224723149271845,1719.1778020776926,angry
0.007059263,0.0696896530511811,1500.3329671006147,disgust
0.010769609,0.07627377717391304,1638.740491466744,fear
0.009365665,0.0681903545673077,1500.9614018315963,happy
0.0094096325,0.07536057692307692,1596.7259815025827,neutral
0.006629476,0.06149564913617886,1485.9382447938974,sad
0.02381925,0.07084585336538461,1502.1041515735062,angry
0.010107317,0.06710862379807692,1427.2720166256431,disgust
0.008243396,0.059754356971153846,1437.0565602224522,fear
0.01086887,0.05888296274038462,1400.6218466304094,happy
0.012779054,0.07118765024038462,1527.7335391496674,neutral
0.007216064,0.05287334735576923,1336.2374973308968,sad
0.017420447,0.09857647235576923,1782.87668836552,angry
0.009798803,0.08553936298076924,1662.3836048131418,disgust
0.009813738,0.07349209522637795,1552.4215431609202,fear
0.0102121085,0.07457739905973451,1616.1446777008189,happy
0.010772158,0.086572265625,1688.989615459131,neutral
0.0067245704,0.07997295673076923,1626.5886234022978,sad
0.07089101,0.15927099212398374,2374.867409551943,angry
0.015025052,0.08064528245192308,1601.8496329983732,disgust
0.010962009,0.08047281901041667,1598.5671790459746,fear
0.0446722,0.09452438354492188,1789.8022269102894,happy
0.008172173,0.06915222772277228,1463.9818516494943,neutral
0.0054546604,0.06262770432692308,1487.518244265594,sad
0.021963561,0.15644910497572814,2215.772651959355,angry
0.009819758,0.1314978966346154,2048.7885770989274,disgust
0.0103431335,0.13909815228174602,2151.019032084582,fear
0.00957696,0.16903716738861385,2333.052968959344,happy
0.012130994,0.1789525612113402,2487.453188010491,neutral
0.0055560754,0.11647600446428572,1967.6169106276839,sad
0.036439955,0.13343224158653846,2035.9122012283997,angry
0.010919474,0.10352313701923077,1770.2323420362773,disgust
0.014686305,0.09159810564159292,1805.5776218113542,fear
0.023241049,0.12134009009009009,1910.0223789001236,happy
0.0148851685,0.10937124399038461,1860.505362985597,neutral
0.0066102296,0.06760441706730769,1524.3922282148924,sad
0.060954165,0.09321418694690266,1751.8221420396371,angry
0.028506618,0.10407425185381355,1723.1191375490944,disgust
0.057771318,0.07210590683411215,1605.0520007329874,fear
0.034958813,0.08314857826576577,1674.8397408418527,happy
0.013628019,0.06192908653846154,1414.4943666462248,neutral
0.0098529,0.06827298677884615,1483.0587149647154,sad
0.10104982,0.10697428385416667,1965.4977131414323,angry
0.013810631,0.07313257334183673,1455.9889431127988,angry
0.025899854,0.08134848384533898,1562.185889634565,angry
0.02947546,0.08824977401859505,1596.5560915163608,disgust
0.0070185577,0.05733079176682692,1398.2555226025909,disgust
0.023024552,0.07517270688657407,1471.045153412024,disgust
0.039965257,0.08867469200721154,1688.1276382726776,fear
0.008544019,0.05818770559210526,1404.3998726286607,fear
0.013145035,0.07580003004807692,1583.9005253150092,fear
0.042044412,0.09069575095663265,1695.3209465370783,happy
0.0083086,0.06530091002747253,1464.9608883927363,happy
0.014241141,0.07742374501329788,1535.3828460443387,happy
0.009838534,0.05925910027472527,1373.915134155209,neutral
0.009661975,0.06374580169392523,1407.3257494560196,sad
0.0049339077,0.049485426682692304,1333.8297707118616,sad
0.006708441,0.058332346906565656,1331.536961445909,sad
0.07270571,0.09427208533653846,1822.5952808079517,angry
0.009403561,0.06494140625,1397.1632129394939,disgust
0.012391465,0.05972430889423077,1380.428366728537,fear
0.043914977,0.07657001201923076,1640.9916147945248,happy
0.011812603,0.05401714777542373,1265.0006254326092,neutral
0.008082859,0.04521108774038462,1232.3822505809405,sad
0.039328225,0.08191856971153846,1613.9744428309232,angry
0.027619949,0.09946664663461538,1698.6103793028333,disgust
0.02750087,0.07996920072115385,1583.3528507163064,fear
0.02570927,0.07261117788461538,1530.413663402416,happy
0.015208561,0.07439528245192308,1474.8612952468773,neutral
0.012262995,0.06970027043269231,1458.9215159020077,sad
0.039483845,0.12000450721153846,1914.4044505880438,angry
0.013656532,0.14342698317307692,2040.6796448886587,disgust
0.014701839,0.07368850708007812,1560.7580477574097,fear
0.033887133,0.10560989379882812,1810.1659930265967,happy
0.013383964,0.10138221153846154,1759.3107475528395,neutral
0.016597107,0.11916076030927836,2001.5580124561047,sad
0.05544567,0.06929086538461539,1490.1144524627066,angry
0.02439629,0.06942654639175258,1413.8028179699497,disgust
0.024366036,0.05322265625,1283.6346224595688,fear
0.025862414,0.06100886418269231,1363.8664741208427,happy
0.018348066,0.059104567307692306,1257.2041172735824,neutral
0.01227114,0.04645808293269231,1166.1450244226203,sad
0.010634967,0.07484224759615385,1557.4606483349467,angry
0.008755209,0.06922325721153846,1400.2731780739643,disgust
0.006885392,0.055833082932692304,1378.237905277089,fear
0.014445744,0.07991536458333333,1545.6172171561423,happy
0.010313431,0.06477864583333333,1395.5446194254243,neutral
0.009570763,0.06559889387376237,1444.4744143356536,sad
0.04360532,0.07304311899038461,1487.9648615885053,angry
0.018814487,0.06518179086538461,1376.6395213402377,disgust
0.01169756,0.05125075120192308,1275.3170004196634,fear
0.035875496,0.0659930889423077,1422.0458466855086,happy
0.012755491,0.05854867788461538,1279.8211943055,neutral
0.016341038,0.058203125,1292.0682578065848,sad
0.03827877,0.1019756610576923,1806.5290610097052,angry
0.028980095,0.11006234975961539,1764.392240164122,disgust
0.053440206,0.09479314630681818,1810.126935744977,fear
0.014160556,0.07331364329268293,1436.181967026896,happy
0.00895384,0.06307091346153847,1400.403515185158,neutral
0.0086276075,0.06886643629807693,1445.4199169050562,sad
0.048307333,0.09509181225393701,1704.2482197299742,angry
0.035478283,0.09891826923076923,1663.5150398608864,disgust
0.04838055,0.08169253237612613,1633.1392198417852,fear
0.07678846,0.1066143329326923,1907.8902903762205,happy
0.010403679,0.06741431451612903,1414.3471931299712,neutral
0.010404182,0.06080603966346154,1385.2663856022132,sad
0.051575456,0.16308969350961539,2223.4275762485563,angry
0.02053509,0.1986778846153846,2536.497636500311,disgust
0.026335115,0.12610057043650794,1992.5691673985607,fear
0.042035155,0.17633701727642276,2373.4500459438823,happy
0.012358381,0.13340973657024793,1989.8204623197266,neutral
0.021549942,0.16990309495192307,2323.5849798250933,sad
0.072807476,0.14989483173076923,2201.0009350575688,angry
0.015379051,0.121630859375,1849.4889788495866,disgust
0.025364025,0.09825439453125,1700.2544056776535,fear
0.028421888,0.10960453392094018,1919.8339970221234,happy
0.01428925,0.09677734375,1684.2622775006278,neutral
0.012900057,0.07375060405927836,1468.4717518808302,sad
0.08735214,0.08704801576327434,1713.6534761521489,angry
0.0088201435,0.0605224609375,1467.7357794836341,disgust
0.009383633,0.041271617111650484,1172.386326768165,fear
0.020931482,0.0564111328125,1371.1680222227137,happy
0.01286498,0.04169745917792793,1155.643875984746,neutral
0.010816109,0.042119565217391304,1171.5898693873944,sad
0.08187069,0.06659540399774774,1517.556631434181,angry
0.0121118445,0.04342086226851852,1109.4743515086975,angry
0.03007554,0.06451572516025642,1423.0755456501995,angry
0.028970212,0.05749699519230769,1372.416485345286,disgust
0.008817266,0.038492838541666664,1107.351188946908,disgust
0.018692642,0.05190054086538461,1271.783870862167,disgust
0.010758739,0.05370665433114035,1371.9934870175373,fear
0.0076677804,0.0435297539893617,1187.3386488431222,fear
0.00921145,0.043291015625,1189.3575631657316,fear
0.03583818,0.06650390625,1436.6436225298808,happy
0.011803335,0.04835304054054054,1232.915068821112,happy
0.017392254,0.05029795121173469,1285.315634065521,happy
0.010024434,0.04022686298076923,1146.4007089261502,neutral
0.00635783,0.05202907986111111,1288.8765413388564,sad
0.0071992786,0.035498046875,1106.9329755748543,sad
0.008911062,0.04151581554878049,1124.469373950003,sad
0.07330848,0.06091120793269231,1477.2969342542337,angry
0.010790666,0.033278245192307696,1003.1269608724332,disgust
0.01794444,0.035314002403846155,1193.8704865216819,fear
0.021821244,0.04715947690217391,1169.725868255623,happy
0.013880397,0.03685772235576923,1104.7567128318672,neutral
0.011769512,0.039772385817307694,1086.9344762847181,sad
0.033269603,0.06258263221153847,1454.758689009653,angry
0.009884481,0.04163912259615385,1201.3336887163796,disgust
0.009564466,0.0412109375,1207.8518245604967,fear
0.016591966,0.04513972355769231,1227.8998372335982,happy
0.013066686,0.04359600360576923,1139.348366885724,neutral
0.009840034,0.03881084735576923,1171.069824881385,sad
0.036431286,0.08390549879807692,1667.5139778569282,angry
0.0077427276,0.05170747422680412,1338.6537660915153,disgust
0.010476172,0.06718826293945312,1503.7589732415838,fear
0.020144828,0.06485595703125,1380.3729053399738,happy
0.012590195,0.05495042067307692,1306.637385588273,neutral
0.008699351,0.056103515625,1319.5343822084478,sad
0.12686661,0.06158384342783505,1538.2104520940247,angry
0.021032322,0.045361328125,1126.7670068190039,disgust
0.014891415,0.043294270833333336,1156.503458626515,fear
0.021105938,0.04633908155487805,1136.343750441729,happy
0.013276975,0.03618915264423077,1045.408382938415,neutral
0.01456701,0.04062875600961539,1028.4152771354916,sad
0.024771743,0.05040469412076271,1339.1591715405445,angry
0.009034522,0.04326547475961538,1247.7044175913925,disgust
0.010164276,0.05020282451923077,1387.4184758686893,fear
0.014115364,0.05499015366735537,1335.6263727105415,happy
0.013085811,0.0447265625,1184.7422904906105,neutral
0.010817659,0.046326622596153846,1240.5631059990274,sad
0.093157835,0.05880408653846154,1369.7963467937993,angry
0.014653239,0.04425330528846154,1125.0770038420105,disgust
0.014575137,0.04009540264423077,1075.9323197579465,fear
0.027374852,0.04566180889423077,1159.4588424245626,happy
0.01759555,0.042213792067307694,1107.4784146257139,neutral
0.0142653,0.04200721153846154,1097.3327724725539,sad
0.050928783,0.062255859375,1486.7132475705746,angry
0.018499197,0.05433443509615385,1319.203655734953,disgust
0.011783878,0.04754356971153846,1296.990467576249,fear
0.03287853,0.05645282451923077,1352.1250070010012,happy
0.012771438,0.0462890625,1203.9755527924553,neutral
0.00996646,0.053943810096153844,1343.4954872956598,sad
0.018957222,0.07435396634615385,1510.7053708048945,angry
0.028410465,0.06040414663461539,1383.8561782493748,disgust
0.035824608,0.06643629807692308,1492.8084628371319,fear
0.012824673,0.044949255257009345,1212.9504095501804,happy
0.012824673,0.044949255257009345,1212.9504095501804,neutral
0.009028004,0.05070988581730769,1324.8805312089958,sad
0.034885716,0.08080150462962964,1670.879165625233,angry
0.010926388,0.13470928485576922,2063.9799470028456,disgust
0.011095493,0.13350716817010308,2175.4767727641565,fear
0.03461099,0.09741895443925233,1722.680658553357,happy
0.011890609,0.09557078709112149,1693.9419511776716,neutral
0.008226983,0.10889798677884616,1873.5097838409322,sad
0.037755933,0.08872235831567797,1599.4534196686868,angry
0.011861615,0.0854216544858871,1540.0641437359382,disgust
0.012396483,0.059612274169921875,1302.9307053868029,fear
0.022346862,0.07786016949152542,1457.444563580312,happy
0.014491915,0.06156475360576923,1330.41176755556,neutral
0.009294024,0.06348407451923077,1370.3682401841536,sad
0.10415571,0.07874891493055555,1627.886643653687,angry
0.008829654,0.037448021673387094,1153.2991095970235,disgust
0.009930041,0.035884533898305086,1102.1857870903443,fear
0.013873115,0.03839946546052632,1073.7628748163236,happy
0.01325364,0.0392980742872807,1116.5149632095308,neutral
0.008443019,0.031068193151595744,1035.935196955871,sad
0.1578769,0.08198939732142857,1605.976373505515,angry
0.07566364,0.06412353515625,1350.5372442351986,angry
0.008939972,0.0389915531517094,1166.6647716934565,angry
0.04453482,0.06422891422193877,1369.9969447217195,disgust
0.022808727,0.05370512462797619,1237.616329203982,disgust
0.06394238,0.06933038884943182,1503.9786759251774,disgust
0.06126477,0.06505055147058823,1398.048402695752,fear
0.0074290847,0.033310546875,1089.8992820665853,fear
0.020889027,0.06154632568359375,1300.53955703772,fear
0.07197638,0.06436767578125,1332.322554750711,happy
0.018260743,0.04094304265202703,996.9278803993304,happy
0.014167457,0.043274596497252744,1151.3159992238654,happy
0.011722305,0.03707682291666667,1081.822933412988,neutral
0.0074580438,0.031787109375,1088.938186794951,sad
0.008825547,0.033755095108695655,1078.9066944774363,sad
0.006860618,0.035416666666666666,1128.4555901761844,sad
0.034269407,0.04862530048076923,1189.8563617639616,angry
0.011541296,0.03817608173076923,1072.976614655969,disgust
0.009112976,0.03701923076923077,1139.25414653403,fear
